endpoint,name,output_type,resolutions,duration_options,supports_768p,supports_2k,single_prompt_2k,historical_price,dated_page_evidence,verification
rhart-video-v3.1-lite-official/image-to-video,全能视频V3.1-Lite图生视频-官方稳定版,video,720p|1080p,4|6|8,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.5},{""when"":{""resolution"":""720p""},""price"":0.32}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video-v3.1-lite-official/start-end-to-video,全能视频V3.1-Lite首尾帧生视频-官方稳定版,video,720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":4.03},{""when"":{""resolution"":""720p""},""price"":2.52}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-g-2/image-to-image,全能图片G-2.0-图生图-低价渠道版,image,1k|2k|4k,,False,True,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.1,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-g-2/text-to-image,全能图片G-2.0-文生图-低价渠道版,image,1k|2k|4k,,False,True,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.1,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-g-1.5/text-to-image-[Deprecated],全能图片G-1.5-文生图-低价渠道版-(已下架) 可用全能图片G-2 模型代替,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.03,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-g-1.5/edit-[Deprecated],全能图片G-1.5-图生图-低价渠道版-(已下架) 可用全能图片G-2 模型代替,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.03,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-g-2-official/text-to-image,全能图片G-2-文生图-官方稳定版,image,1k|2k|4k,,False,True,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""quality"",""resolution""],""rules"":[{""when"":{""quality"":""high"",""resolution"":""1k""},""price"":1.39},{""when"":{""quality"":""high"",""resolution"":""2k""},""price"":2.77},{""when"":{""quality"":""high"",""resolution"":""4k""},""price"":4.16},{""when"":{""quality"":""low"",""resolution"":""1k""},""price"":0.06},{""when"":{""quality"":""low"",""resolution"":""2k""},""price"":0.13},{""when"":{""quality"":""low"",""resolution"":""4k""},""price"":0.19},{""when"":{""quality"":""medium"",""resolution"":""1k""},""price"":0.38},{""when"":{""quality"":""medium"",""resolution"":""2k""},""price"":0.76},{""when"":{""quality"":""medium"",""resolution"":""4k""},""price"":1.13}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-g-2-official/image-to-image,全能图片G-2-图生图-官方稳定版,image,1k|2k|4k,,False,True,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""quality"",""resolution""],""rules"":[{""when"":{""quality"":""high"",""resolution"":""1k""},""price"":1.39},{""when"":{""quality"":""high"",""resolution"":""2k""},""price"":2.77},{""when"":{""quality"":""high"",""resolution"":""4k""},""price"":4.16},{""when"":{""quality"":""low"",""resolution"":""1k""},""price"":0.19},{""when"":{""quality"":""low"",""resolution"":""2k""},""price"":0.38},{""when"":{""quality"":""low"",""resolution"":""4k""},""price"":0.57},{""when"":{""quality"":""medium"",""resolution"":""1k""},""price"":0.38},{""when"":{""quality"":""medium"",""resolution"":""2k""},""price"":0.76},{""when"":{""quality"":""medium"",""resolution"":""4k""},""price"":1.13}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/happyhorse-1.0/text-to-video,happyhorse-1.0/text-to-video,video,720p|1080p,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.19},{""when"":{""resolution"":""720p""},""price"":0.67}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/happyhorse-1.0/image-to-video,happyhorse-1.0/image-to-video,video,720p|1080p,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.19},{""when"":{""resolution"":""720p""},""price"":0.67}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-audio/suno-v5.5/single,suno-single-v5.5,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.72,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-audio/suno-v5.5/custom,suno-custom-v5.5,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.72,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-audio/suno/lyrics,suno-歌词生成,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.014,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-audio/suno-v5/single,suno-single-v5,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.72,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-audio/suno-v5/custom,suno-custom-v5,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.72,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-audio/suno-v4.5/single,suno-single-v4.5,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.72,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-audio/suno-v4.5/custom,suno-custom-v4.5,audio,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.72,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-x-official/edit,全能图片X-图片编辑-官方稳定版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.14,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-x-official/text-to-image,全能图片X-文生图片-官方稳定版,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.14,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-v3-4k/image-to-video,可灵图生视频v3-4k,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":2.7,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-v3-4k/text-to-video,可灵文生视频v3-4k,video,,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":2.7,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-video-o3-4k/text-to-video,可灵文生视频o3-4k,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":2.7,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-video-o3-4k/image-to-video,可灵图生视频o3-4k,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":2.7,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-video-o3-4k/reference-to-video,可灵参考生视频o3-4k,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":2.7,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/happyhorse-1.0/reference-to-video,happyhorse-1.0/reference-to-video,video,720p|1080p,3|4|5|6|7|8|9|10|11|12|13|14|15,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.19},{""when"":{""resolution"":""720p""},""price"":0.67}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
alibaba/happyhorse-1.0/video-edit,happyhorse-1.0/video-edit,video,720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.19},{""when"":{""resolution"":""720p""},""price"":0.67}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
skyreels-v4/text-to-video-std,SkyReels V4 文生视频-std,video,480p|720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.23},{""when"":{""resolution"":""480p""},""price"":0.39},{""when"":{""resolution"":""720p""},""price"":0.49}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
skyreels-v4/image-to-video-std,SkyReels V4 图生视频-std,video,480p|720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.23},{""when"":{""resolution"":""480p""},""price"":0.39},{""when"":{""resolution"":""720p""},""price"":0.49}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-v2.5-turbo-std/text-to-video,可灵文生视频2.5-turbo-std,video,,5|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""duration""],""rules"":[{""when"":{""duration"":""10""},""price"":2.1},{""when"":{""duration"":""5""},""price"":1.05}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
skyreels-v4/text-to-video-fast,SkyReels V4 文生视频-fast,video,480p|720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.96},{""when"":{""resolution"":""480p""},""price"":0.28},{""when"":{""resolution"":""720p""},""price"":0.39}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
skyreels-v4/image-to-video-fast,SkyReels V4 图生视频-fast,video,480p|720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.96},{""when"":{""resolution"":""480p""},""price"":0.28},{""when"":{""resolution"":""720p""},""price"":0.39}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
skyreels-v4/omni-reference-std,SkyReels V4 Omni 参考视频-std,video,480p|720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.1,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
skyreels-v4/omni-reference-fast,SkyReels V4 Omni 参考视频-fast,video,480p|720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.1,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
kling-elements-advanced,可灵 o3 创建主体,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.0,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
youchuan/text-to-image-v81,悠船文生图-v8.1,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""hd""],""rules"":[{""when"":{""hd"":""false""},""price"":0.54},{""when"":{""hd"":""true""},""price"":0.81}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video-v3.1-fast-official/reference-to-video,全能视频V3.1-fast-参考生视频-官方稳定版,video,720p|1080p,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""generateAudio""],""rules"":[{""when"":{""resolution"":""1080p"",""generateAudio"":""false""},""price"":5.04},{""when"":{""resolution"":""1080p"",""generateAudio"":""true""},""price"":6.05},{""when"":{""resolution"":""720p"",""generateAudio"":""false""},""price"":4.03},{""when"":{""resolution"":""720p"",""generateAudio"":""true""},""price"":5.04}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-imagine-image-quality/edit,全能图片X-高质量图片编辑-官方稳定版,image,1k|2k,,False,True,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""numImages""],""rules"":[{""when"":{""resolution"":""1k""},""price"":0.44},{""when"":{""resolution"":""2k""},""price"":0.57}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-imagine-image-quality/text-to-image,全能图片X-高质量文生图-官方稳定版,image,1k|2k,,False,True,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""numImages""],""rules"":[{""when"":{""resolution"":""1k""},""price"":0.38},{""when"":{""resolution"":""2k""},""price"":0.5}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
bytedance/jimeng-4.6/text-to-image,即梦图片 4.6 文生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.17,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
bytedance/jimeng-4.6/image-to-image,即梦图片 4.6 图生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/张"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.17,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
gemini-omni-flash/text-to-video,全能视频 Omni Flash 文生视频-低价渠道版,video,720p|1080p|4k,4|6|8|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""duration""],""rules"":[{""when"":{""resolution"":""1080p"",""duration"":""10""},""price"":2.1},{""when"":{""resolution"":""1080p"",""duration"":""4""},""price"":1.95},{""when"":{""resolution"":""1080p"",""duration"":""6""},""price"":1.95},{""when"":{""resolution"":""1080p"",""duration"":""8""},""price"":1.95},{""when"":{""resolution"":""4k"",""duration"":""10""},""price"":4.2},{""when"":{""resolution"":""4k"",""duration"":""4""},""price"":3.15},{""when"":{""resolution"":""4k"",""duration"":""6""},""price"":3.57},{""when"":{""resolution"":""4k"",""duration"":""8""},""price"":3.78},{""when"":{""resolution"":""720p"",""duration"":""10""},""price"":2.1},{""when"":{""resolution"":""720p"",""duration"":""4""},""price"":1.95},{""when"":{""resolution"":""720p"",""duration"":""6""},""price"":1.95},{""when"":{""resolution"":""720p"",""duration"":""8""},""price"":1.95}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
gemini-omni-flash/image-to-video,全能视频 Omni Flash 图生视频-低价渠道版,video,720p|1080p|4k,4|6|8|10,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution"",""duration""],""rules"":[{""when"":{""resolution"":""1080p"",""duration"":""10""},""price"":2.1},{""when"":{""resolution"":""1080p"",""duration"":""4""},""price"":1.95},{""when"":{""resolution"":""1080p"",""duration"":""6""},""price"":1.95},{""when"":{""resolution"":""1080p"",""duration"":""8""},""price"":1.95},{""when"":{""resolution"":""4k"",""duration"":""10""},""price"":4.2},{""when"":{""resolution"":""4k"",""duration"":""4""},""price"":3.15},{""when"":{""resolution"":""4k"",""duration"":""6""},""price"":3.57},{""when"":{""resolution"":""4k"",""duration"":""8""},""price"":3.78},{""when"":{""resolution"":""720p"",""duration"":""10""},""price"":2.1},{""when"":{""resolution"":""720p"",""duration"":""4""},""price"":1.95},{""when"":{""resolution"":""720p"",""duration"":""6""},""price"":1.95},{""when"":{""resolution"":""720p"",""duration"":""8""},""price"":1.95}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
volc-subtitle-erase/video,火山字幕擦除-视频字幕擦除（标准版）,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.005,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
gemini-omni-flash/video-edit,全能视频 Omni Flash 视频编辑-低价渠道版,video,720p|1080p|4k,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":0.3},{""when"":{""resolution"":""4k""},""price"":0.6},{""when"":{""resolution"":""720p""},""price"":0.3}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
volc-subtitle-erase-pro/video,火山字幕擦除-视频字幕擦除（精细化版）,video,,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.013,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video-s/image-to-video-asyn,全能视频S-图生视频（异步）-低价渠道版,video,,10|15,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""duration""],""rules"":[{""when"":{""duration"":""10""},""price"":0.5},{""when"":{""duration"":""15""},""price"":0.5}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-3-flash-preview/image-to-text,rhart-text-g-3-flash-preview/image-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.02,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-3-flash-preview/text-to-text,rhart-text-g-3-flash-preview/text-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.02,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-3-flash-preview/video-to-text,rhart-text-g-3-flash-preview/video-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.02,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-3-pro-preview/image-to-text,rhart-text-g-3-pro-preview/image-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.05,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-3-pro-preview/text-to-text,rhart-text-g-3-pro-preview/text-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.05,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-3-pro-preview/video-to-text,rhart-text-g-3-pro-preview/video-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.05,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-25-flash/image-to-text,rhart-text-g-25-flash/image-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.02,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-video-v3.1-pro/image-to-video,全能视频V3.1-pro-图生视频-低价渠道版,video,720p|1080p|4k,8,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""resolution""],""rules"":[{""when"":{""resolution"":""1080p""},""price"":1.0},{""when"":{""resolution"":""4k""},""price"":1.4},{""when"":{""resolution"":""720p""},""price"":0.8}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-25-flash/text-to-text,rhart-text-g-25-flash/text-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.02,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-25-flash/video-to-text,rhart-text-g-25-flash/video-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.02,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-25-pro/image-to-text,rhart-text-g-25-pro/image-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.02,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-25-pro/text-to-text,rhart-text-g-25-pro/text-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.02,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-text-g-25-pro/video-to-text,rhart-text-g-25-pro/video-to-text,string,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":0.02,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
topazlabs/image-upscale-standard-v2,topazlabs图像放大StandardV2,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""scale""],""rules"":[{""when"":{""scale"":""2x""},""price"":0.7},{""when"":{""scale"":""4x""},""price"":1.4},{""when"":{""scale"":""6x""},""price"":2.1}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
topazlabs/image-upscale/low-resolution-v2,topazlabs图像放大Low Resolution V2,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""scale""],""rules"":[{""when"":{""scale"":""2x""},""price"":0.7},{""when"":{""scale"":""4x""},""price"":1.4},{""when"":{""scale"":""6x""},""price"":2.1}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
topazlabs/image-upscale-cgi,topazlabs图像放大CGI,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""scale""],""rules"":[{""when"":{""scale"":""2x""},""price"":0.7},{""when"":{""scale"":""4x""},""price"":1.4},{""when"":{""scale"":""6x""},""price"":2.1}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
topazlabs/image-upscale-high-fidelity-v2,topazlabs图像放大High Fidelity V2,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""scale""],""rules"":[{""when"":{""scale"":""2x""},""price"":0.7},{""when"":{""scale"":""4x""},""price"":1.4},{""when"":{""scale"":""6x""},""price"":2.1}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
topazlabs/image-upscale-text-refine,topazlabs图像放大Text Refine,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""parameter_based"",""depends_on"":[""scale""],""rules"":[{""when"":{""scale"":""2x""},""price"":0.7},{""when"":{""scale"":""4x""},""price"":1.4},{""when"":{""scale"":""6x""},""price"":2.1}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
topazlabs/video-upscale,topazlabs视频放大,video,720p|1080p|4k,,False,False,excluded_no_2k,"{""currency"":""CNY"",""unit"":""/秒"",""pricing_type"":""parameter_based"",""depends_on"":[""targetResolution"",""targetFps""],""rules"":[{""when"":{""targetResolution"":""1080p"",""targetFps"":""30""},""price"":0.7},{""when"":{""targetResolution"":""1080p"",""targetFps"":""60""},""price"":1.5},{""when"":{""targetResolution"":""4k"",""targetFps"":""30""},""price"":1.2},{""when"":{""targetResolution"":""4k"",""targetFps"":""60""},""price"":2.5},{""when"":{""targetResolution"":""720p"",""targetFps"":""30""},""price"":0.4},{""when"":{""targetResolution"":""720p"",""targetFps"":""60""},""price"":0.8}],""price"":null,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-g-3/image-to-image,全能图片X-3-图生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":1.0,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
rhart-image-g-4/image-to-image,全能图片X-4-图生图,image,,,False,False,not_video,"{""currency"":""CNY"",""unit"":""/次"",""pricing_type"":""fixed"",""depends_on"":null,""rules"":null,""price"":1.0,""snapshot_version"":""2026-04-29"",""status"":""official_listed_price""}",[],schema_verified
